Code;Libellé;Libellé court;Format;Taux plafonné;Taux déplafonné;Taux AT;Date d'effet;Date de fin;Spécificité
'339';PROF MEDIC ABATT 30% PLF SAUF AF AL;MEDECINS;A;10.47;17.05;0.0;2012-01-01;2013-01-01;
'339';PROF MEDIC ABATT 30% PLF SAUF AF AL;MEDECINS;A;10.54;17.15;0.0;2008-01-01;2012-01-01;
'339';PROF MEDIC ABATT 30% PLF SAUF AF AL;MEDECINS;A;10.4;17.25;0.0;2004-01-07;2004-01-10;
'339';PROF MEDIC ABATT 30% PLF SAUF AF AL;MEDECINS;A;10.4;21.8;0.0;1997-01-10;1998-01-01;
'340';INSERTION ACCUEIL ENTREP.EXO 100%;INSER.EXO100%;E;6.8;1.3;;2014-01-01;2015-01-01;
'340';INSERTION ACCUEIL ENTREP.EXO 100%;INSER.EXO100%;E;6.65;1.15;;2012-01-01;2013-01-01;
'340';INSERTION ACCUEIL ENTREP.EXO 100%;INSER.EXO100%;E;6.75;1.15;;2008-01-01;2009-01-01;
'340';INSERTION ACCUEIL ENTREP.EXO 100%;INSER.EXO100%;E;6.75;1.15;;2007-01-01;2008-01-01;
'340';INSERTION ACCUEIL ENTREP.EXO 100%;INSER.EXO100%;E;6.65;1.15;;2004-01-10;2006-01-01;
'340';INSERTION ACCUEIL ENTREP.EXO 100%;INSER.EXO100%;E;6.65;1.15;;2004-01-07;2004-01-10;
'340';INSERTION ACCUEIL ENTREP.EXO 100%;INSER.EXO100%;E;6.65;0.85;;1999-01-01;2004-01-07;
'341';INSERTION ACCUEIL ENTRP(EXO 100%) AL;INSER.EXO100%;E;6.8;2.8;;2014-01-01;2014-12-31;
'341';INSERTION ACCUEIL ENTRP(EXO 100%) AL;INSER.EXO100%;E;6.75;2.65;;2013-01-01;2014-01-01;
'341';INSERTION ACCUEIL ENTRP(EXO 100%) AL;INSER.EXO100%;E;6.75;2.75;;2009-01-01;2012-01-01;
'341';INSERTION ACCUEIL ENTRP(EXO 100%) AL;INSER.EXO100%;E;6.75;2.75;;2008-01-01;2009-01-01;
'341';INSERTION ACCUEIL ENTRP(EXO 100%) AL;INSER.EXO100%;E;6.75;2.95;;2007-01-01;2007-01-07;
'341';INSERTION ACCUEIL ENTRP(EXO 100%) AL;INSER.EXO100%;E;6.65;2.85;;2004-01-10;2006-01-01;
'341';INSERTION ACCUEIL ENTRP(EXO 100%) AL;INSER.EXO100%;E;6.65;2.5;;2000-01-07;2003-01-01;
'343';RG EXO COT PAT CDI - 26 ANS U2;RG EXO COT CDI -26A;E;;0.95;;2018-01-01;2018-01-02;
'346';PERSONNEL MEDICAL CENTRES DE SANTE;PERS MEDICAL;A;15.45;19.05;0.0;2018-01-01;2019-01-01;
'346';PERSONNEL MEDICAL CENTRES DE SANTE;PERS MEDICAL;A;15.15;20.95;0.0;2013-01-01;2014-01-01;
'346';PERSONNEL MEDICAL CENTRES DE SANTE;PERS MEDICAL;A;15.05;20.95;0.0;2007-01-01;2012-01-01;
'346';PERSONNEL MEDICAL CENTRES DE SANTE;PERS MEDICAL;A;15.05;20.95;0.0;2006-01-01;2007-01-01;
'346';PERSONNEL MEDICAL CENTRES DE SANTE;PERS MEDICAL;A;14.85;20.95;0.0;2004-01-10;2006-01-01;
'346';PERSONNEL MEDICAL CENTRES DE SANTE;PERS MEDICAL;A;14.85;20.65;0.0;1999-01-01;2004-01-07;
'346';PERSONNEL MEDICAL CENTRES DE SANTE;PERS MEDICAL;A;14.85;20.0;0.0;1990-01-01;1997-01-10;
'346';PERSONNEL MEDICAL CENTRES DE SANTE;PERS MEDICAL;A;14.85;20.0;0.0;1940-01-01;1990-01-01;
'347';PERSONNEL MEDICAL CENTRES DE SANTE AL;PERS MEDICAL;A;15.25;22.6;0.0;2014-01-01;2014-12-31;
'347';PERSONNEL MEDICAL CENTRES DE SANTE AL;PERS MEDICAL;A;15.05;22.75;0.0;2007-01-01;2007-01-07;
'347';PERSONNEL MEDICAL CENTRES DE SANTE AL;PERS MEDICAL;A;15.05;22.75;0.0;2006-01-01;2007-01-01;
'347';PERSONNEL MEDICAL CENTRES DE SANTE AL;PERS MEDICAL;A;14.85;22.65;0.0;2004-01-10;2006-01-01;
'347';PERSONNEL MEDICAL CENTRES DE SANTE AL;PERS MEDICAL;A;14.85;22.65;0.0;2004-01-07;2004-01-10;
'347';PERSONNEL MEDICAL CENTRES DE SANTE AL;PERS MEDICAL;A;14.85;22.35;0.0;2003-01-01;2004-01-07;
'347';PERSONNEL MEDICAL CENTRES DE SANTE AL;PERS MEDICAL;A;14.85;22.3;0.0;2000-01-07;2003-01-01;
'347';PERSONNEL MEDICAL CENTRES DE SANTE AL;PERS MEDICAL;A;14.85;22.45;0.0;1999-01-01;2000-01-07;
'347';PERSONNEL MEDICAL CENTRES DE SANTE AL;PERS MEDICAL;A;14.85;21.8;0.0;1940-01-01;1997-01-10;
'348';VENTE A DOMICILE PAR DEMARCHAGE;VENTE DOM;E;;100.0;;2023-01-01;2024-01-01;
'348';VENTE A DOMICILE PAR DEMARCHAGE;VENTE DOM;E;;100.0;;2018-01-01;2022-01-01;
'348';VENTE A DOMICILE PAR DEMARCHAGE;VENTE DOM;E;39.37;60.63;;2015-01-01;2016-01-01;
'348';VENTE A DOMICILE PAR DEMARCHAGE;VENTE DOM;E;;100.0;;2014-01-01;2015-01-01;
'348';VENTE A DOMICILE PAR DEMARCHAGE;VENTE DOM;E;;100.0;;2007-01-01;2012-01-01;
'348';VENTE A DOMICILE PAR DEMARCHAGE;VENTE DOM;E;;100.0;;1997-01-10;1998-01-01;
'350';CONTRAT D'INSERTION PAR L'ACTIVITE OM;CIA;E;6.85;1.05;;2015-01-01;2016-01-01;
'350';CONTRAT D'INSERTION PAR L'ACTIVITE OM;CIA;E;6.55;5.6;;1997-01-10;1998-01-01;
'352';CONTR INSERT PAR L'ACTIVITE CAS PART OM;CIA;E;;100.0;;2018-01-01;;
'352';CONTR INSERT PAR L'ACTIVITE CAS PART OM;CIA;E;;100.0;;2007-01-01;2012-01-01;
'352';CONTR INSERT PAR L'ACTIVITE CAS PART OM;CIA;E;;100.0;;1997-01-10;1998-01-01;
'353';REGUL RG MAJO CDD TAUX 0,5 % U2;REG MAJO CDD TX 0,5%;F;100.0;;;2020-01-01;;
'360';INSERTION ACCUEIL EN STRUCT. AGREEE;INSERTION;E;6.9;0.7;;2024-01-01;;
'360';INSERTION ACCUEIL EN STRUCT. AGREEE;INSERTION;E;6.9;0.7;;2019-01-01;2024-01-01;
'360';INSERTION ACCUEIL EN STRUCT. AGREEE;INSERTION;E;6.9;1.45;;2017-01-01;2018-01-01;
'360';INSERTION ACCUEIL EN STRUCT. AGREEE;INSERTION;E;6.85;1.35;;2015-01-01;2016-01-01;
'360';INSERTION ACCUEIL EN STRUCT. AGREEE;INSERTION;E;6.75;1.15;;2009-01-01;2012-01-01;
'360';INSERTION ACCUEIL EN STRUCT. AGREEE;INSERTION;E;10.75;15.5;;1997-01-10;1998-01-01;
'361';INSERTION ACCUEIL EN STRUCT. AGREEE AL;INSERTION;E;6.75;2.95;;2007-01-01;2007-01-07;
'361';INSERTION ACCUEIL EN STRUCT. AGREEE AL;INSERTION;E;6.65;2.85;;2004-01-10;2006-01-01;
'361';INSERTION ACCUEIL EN STRUCT. AGREEE AL;INSERTION;E;6.65;2.85;;2004-01-07;2004-01-10;
'361';INSERTION ACCUEIL EN STRUCT. AGREEE AL;INSERTION;E;6.65;2.55;;2003-01-01;2004-01-07;
'361';INSERTION ACCUEIL EN STRUCT. AGREEE AL;INSERTION;E;10.75;17.3;;1940-01-01;1997-01-10;
'362';ELEVE ENS.TECHNIQUE ART 412.8.2E(A);ELEVE ENS TECH AT;D;;;100.0;2024-01-01;2025-01-01;
'362';ELEVE ENS.TECHNIQUE ART 412.8.2E(A);ELEVE ENS TECH AT;D;;;100.0;2020-01-01;2021-01-01;
'362';ELEVE ENS.TECHNIQUE ART 412.8.2E(A);ELEVE ENS TECH AT;D;;;100.0;2016-01-01;2018-01-01;
'362';ELEVE ENS.TECHNIQUE ART 412.8.2E(A);ELEVE ENS TECH AT;D;;;100.0;2014-01-01;2015-01-01;
'362';ELEVE ENS.TECHNIQUE ART 412.8.2E(A);ELEVE ENS TECH AT;D;;;100.0;2013-01-01;2014-01-01;
'362';ELEVE ENS.TECHNIQUE ART 412.8.2E(A);ELEVE ENS TECH AT;D;;;100.0;2012-01-01;2013-01-01;
'362';ELEVE ENS.TECHNIQUE ART 412.8.2E(A);ELEVE ENS TECH AT;D;;;100.0;2011-01-01;2012-01-01;
'362';ELEVE ENS.TECHNIQUE ART 412.8.2E(A);ELEVE ENS TECH AT;D;;;100.0;2007-01-01;2009-01-01;
'362';ELEVE ENS.TECHNIQUE ART 412.8.2E(A);ELEVE ENS TECH AT;D;;;100.0;2005-01-01;2007-01-01;
'362';ELEVE ENS.TECHNIQUE ART 412.8.2E(A);ELEVE ENS TECH AT;D;;;100.0;2002-01-01;2003-01-01;
'362';ELEVE ENS.TECHNIQUE ART 412.8.2E(A);ELEVE ENS TECH AT;D;;;100.0;2001-01-01;2002-01-01;
'362';ELEVE ENS.TECHNIQUE ART 412.8.2E(A);ELEVE ENS TECH AT;D;;;100.0;2000-01-01;2001-01-01;
'362';ELEVE ENS.TECHNIQUE ART 412.8.2E(A);ELEVE ENS TECH AT;D;;;100.0;1999-01-01;2000-01-01;
'362';ELEVE ENS.TECHNIQUE ART 412.8.2E(A);ELEVE ENS TECH AT;D;;;100.0;1940-01-01;1990-01-01;
'364';ELEVE ENS.SECONDAIRE AR.412.8.2E(B);ELEVE ENS SECOND AT;D;;;100.0;2024-01-01;2025-01-01;
'364';ELEVE ENS.SECONDAIRE AR.412.8.2E(B);ELEVE ENS SECOND AT;D;;;100.0;2023-01-01;2024-01-01;
'364';ELEVE ENS.SECONDAIRE AR.412.8.2E(B);ELEVE ENS SECOND AT;D;;;100.0;2022-01-01;2023-01-01;
'364';ELEVE ENS.SECONDAIRE AR.412.8.2E(B);ELEVE ENS SECOND AT;D;;;100.0;2019-01-01;2021-01-01;
'364';ELEVE ENS.SECONDAIRE AR.412.8.2E(B);ELEVE ENS SECOND AT;D;;;100.0;2018-01-01;2019-01-01;
'364';ELEVE ENS.SECONDAIRE AR.412.8.2E(B);ELEVE ENS SECOND AT;D;;;100.0;2015-01-01;2016-01-01;
'364';ELEVE ENS.SECONDAIRE AR.412.8.2E(B);ELEVE ENS SECOND AT;D;;;100.0;2014-01-01;2015-01-01;
'364';ELEVE ENS.SECONDAIRE AR.412.8.2E(B);ELEVE ENS SECOND AT;D;;;100.0;2013-01-01;2014-01-01;
'364';ELEVE ENS.SECONDAIRE AR.412.8.2E(B);ELEVE ENS SECOND AT;D;;;100.0;2006-01-01;2013-01-01;
'364';ELEVE ENS.SECONDAIRE AR.412.8.2E(B);ELEVE ENS SECOND AT;D;;;100.0;2005-01-01;2006-01-01;
'364';ELEVE ENS.SECONDAIRE AR.412.8.2E(B);ELEVE ENS SECOND AT;D;;;100.0;2001-01-01;2002-01-01;
'366';ASSOC INTERMEDIAIRE (ACT<OU=750H);ASS INTER;D;6.9;0.7;2.9;2019-01-01;2019-06-30;
'366';ASSOC INTERMEDIAIRE (ACT<OU=750H);ASS INTER;D;6.85;1.35;3.7;2015-01-01;2016-01-01;
'366';ASSOC INTERMEDIAIRE (ACT<OU=750H);ASS INTER;D;6.8;1.3;3.3;2014-01-01;2015-01-01;
'366';ASSOC INTERMEDIAIRE (ACT<OU=750H);ASS INTER;D;6.55;5.6;3.7;1997-01-10;1998-01-01;
'366';ASSOC INTERMEDIAIRE (ACT<OU=750H);ASS INTER;D;6.55;5.6;3.7;1990-01-01;1997-01-10;
'367';ASSOC INTERMEDIAIRE (ACT<OU=750H) AL;ASS INTER;D;6.65;2.95;3.7;2006-01-01;2007-01-07;
'367';ASSOC INTERMEDIAIRE (ACT<OU=750H) AL;ASS INTER;D;6.55;2.85;3.7;2004-01-10;2006-01-01;
'367';ASSOC INTERMEDIAIRE (ACT<OU=750H) AL;ASS INTER;D;6.55;2.85;3.7;2004-01-07;2004-01-10;
'367';ASSOC INTERMEDIAIRE (ACT<OU=750H) AL;ASS INTER;D;6.55;2.5;3.7;2000-01-07;2003-01-01;
'367';ASSOC INTERMEDIAIRE (ACT<OU=750H) AL;ASS INTER;D;6.55;2.65;3.7;1998-01-01;2000-01-07;
'370';ASSOCIATIONS INTERMEDIAIRES;ASS INT;D;15.45;13.17;3.39;2024-01-01;;
'370';ASSOCIATIONS INTERMEDIAIRES;ASS INT;D;15.45;13.05;3.36;2023-01-01;2024-01-01;
'370';ASSOCIATIONS INTERMEDIAIRES;ASS INT;D;15.45;13.05;2.9;2019-01-01;2020-01-01;
'370';ASSOCIATIONS INTERMEDIAIRES;ASS INT;A;15.25;21.1;0.0;2014-01-01;2015-01-01;
'370';ASSOCIATIONS INTERMEDIAIRES;ASS INT;A;15.15;20.95;0.0;2013-01-01;2014-01-01;
'370';ASSOCIATIONS INTERMEDIAIRES;ASS INT;A;14.75;20.95;0.0;2004-01-10;2006-01-01;
'370';ASSOCIATIONS INTERMEDIAIRES;ASS INT;A;14.75;20.65;0.0;1998-01-01;2004-01-07;
'371';ASSOCIATIONS INTERMEDIAIRES AL;ASS INT;A;15.25;22.6;0.0;2014-01-01;2014-12-31;
'371';ASSOCIATIONS INTERMEDIAIRES AL;ASS INT;A;14.95;22.45;0.0;2012-01-01;2013-01-01;
'371';ASSOCIATIONS INTERMEDIAIRES AL;ASS INT;A;14.95;22.75;0.0;2006-01-01;2007-01-07;
'371';ASSOCIATIONS INTERMEDIAIRES AL;ASS INT;A;14.75;22.65;0.0;2004-01-07;2004-01-10;
'371';ASSOCIATIONS INTERMEDIAIRES AL;ASS INT;A;14.75;22.35;0.0;2003-01-01;2004-01-07;
'371';ASSOCIATIONS INTERMEDIAIRES AL;ASS INT;A;14.75;22.3;0.0;2000-01-07;2003-01-01;
'371';ASSOCIATIONS INTERMEDIAIRES AL;ASS INT;A;14.75;27.2;0.0;1997-01-10;1998-01-01;
'372';SITUATION INSERTION,BENEFICIAIRE RMI;SIT INSERT RMI AT;D;;;100.0;2000-01-01;;
'372';SITUATION INSERTION,BENEFICIAIRE RMI;SIT INSERT RMI AT;D;;;100.0;1999-01-01;2000-01-01;
'372';SITUATION INSERTION,BENEFICIAIRE RMI;SIT INSERT RMI AT;D;;;100.0;1998-01-01;1999-01-01;
'377';RR IJSS COMPLEMENTAIRE TX REDUIT;RR IJSS C TX RT;E;;4.3;;2024-01-01;;
'377';RR IJSS COMPLEMENTAIRE TX REDUIT;RR IJSS C TX RT;E;;4.3;;2019-01-01;2021-01-01;
'379';RR COTIS MAL RETRAITE TI NON RES;RR MAL RET TI NR;E;;7.1;;2022-01-01;;
'379';RR COTIS MAL RETRAITE TI NON RES;RR MAL RET TI NR;E;;7.1;;2018-01-03;2022-01-01;
'381';MAJO ALSACE MOSELLE - SECTEUR PRIVE AL;MAJ ALS MOS PR;E;;1.3;;2022-01-04;;
'382';APPRENTIS NOTARIAT INF SEUIL;APP. NOTAIRE INF;A;;27.57;0.0;2024-01-01;;
'382';APPRENTIS NOTARIAT INF SEUIL;APP. NOTAIRE INF;A;;27.45;0.0;2023-01-01;2024-01-01;
'383';APPRENTIS NOTARIAT INF SEUIL AL MO  AL;APP NOT INF SEUI AM;E;;100.0;;2024-01-01;;
'385';SERVICE CIVIQUE VOLONTARIAT CSG-CRDS OM;S.CIVIQUE VOL.CSG;E;;9.7;;2019-01-01;2021-01-01;
'385';SERVICE CIVIQUE VOLONTARIAT CSG-CRDS OM;S.CIVIQUE VOL.CSG;E;;8.0;;2016-01-01;2018-01-01;
'385';SERVICE CIVIQUE VOLONTARIAT CSG-CRDS OM;S.CIVIQUE VOL.CSG;E;;8.0;;2014-01-01;2015-01-01;
'385';SERVICE CIVIQUE VOLONTARIAT CSG-CRDS OM;S.CIVIQUE VOL.CSG;E;;8.0;;2013-01-01;2014-01-01;
'385';SERVICE CIVIQUE VOLONTARIAT CSG-CRDS OM;S.CIVIQUE VOL.CSG;E;;8.0;;2010-01-07;2011-01-01;
'387';CONTRAT D'ORIENTATION MAYOTTE AL;CT ORIENTAT MAY;E;6.65;2.85;;2004-01-07;2004-01-10;
'387';CONTRAT D'ORIENTATION MAYOTTE AL;CT ORIENTAT MAY;E;6.65;2.65;;1998-01-01;2000-01-07;
'387';CONTRAT D'ORIENTATION MAYOTTE AL;CT ORIENTAT MAY;E;6.65;7.4;;1997-01-10;1998-01-01;
'387';CONTRAT D'ORIENTATION MAYOTTE AL;CT ORIENTAT MAY;E;6.65;7.4;;1940-01-01;1997-01-10;
'389';RR INVALIDITE DE BASE TAUX PLEIN;RR INV.B TX PN;E;;8.8;;2021-01-01;2024-01-01;
'389';RR INVALIDITE DE BASE TAUX PLEIN;RR INV.B TX PN;E;;7.1;;2015-01-01;2016-01-01;
'389';RR INVALIDITE DE BASE TAUX PLEIN;RR INV.B TX PN;E;;7.1;;2013-01-01;2014-01-01;
'389';RR INVALIDITE DE BASE TAUX PLEIN;RR INV.B TX PN;E;;7.1;;2010-01-01;2011-01-01;
'391';MAJO ALSACE MOSELLE - SECTEUR PUBLIC AL;MAJ ALS MOSELLE PUB;E;;1.5;;2015-01-01;2022-01-04;
'395';RR INVALIDITE DE BASE TAUX REDUIT;RR INV.B TX RT;E;;4.3;;2010-01-01;2019-01-01;
'399';RR INVALIDITE COMPLEMENTAIRE TX PLE;RR INV.C TX PN;E;;7.1;;2015-01-01;2016-01-01;
'399';RR INVALIDITE COMPLEMENTAIRE TX PLE;RR INV.C TX PN;E;;7.1;;2013-01-01;2014-01-01;
'402';JEU EXONERATION TAUX PLEIN;JEU EXO TAUX PLEIN;A;6.9;0.7;0.0;2018-01-01;2024-01-01;
'402';JEU EXONERATION TAUX PLEIN;JEU EXO TAUX PLEIN;A;6.85;1.35;0.0;2015-01-01;2016-01-01;
'402';JEU EXONERATION TAUX PLEIN;JEU EXO TAUX PLEIN;A;6.75;1.15;0.0;2013-01-01;2014-01-01;
'402';JEU EXONERATION TAUX PLEIN;JEU EXO TAUX PLEIN;A;6.75;1.15;0.0;2008-01-01;2012-01-01;
'403';JEU EXONERATION TAUX PLEIN AL;JEU EXO TAUX PLEIN;A;6.8;2.8;0.0;2014-01-01;2014-12-31;
'404';CONTRAT CAPE AVEC REMUNERATION;CAPE REMUNERE;A;15.45;21.34;0.0;2016-01-01;2017-01-01;
'404';CONTRAT CAPE AVEC REMUNERATION;CAPE REMUNERE;A;15.05;20.95;0.0;2006-01-01;2012-01-01;
'405';CONTRAT CAPE AVEC REMUNERATION AL;CAPE REMUNERE;A;15.15;22.45;0.0;2013-01-01;2014-01-01;
'405';CONTRAT CAPE AVEC REMUNERATION AL;CAPE REMUNERE;A;15.05;22.75;0.0;2006-01-01;2007-01-07;
'406';PROJET DE TRANSITION PROFESSIONNELLE;PTP;D;15.45;19.05;2.22;2018-01-07;2019-01-01;
'406';PROJET DE TRANSITION PROFESSIONNELLE;PTP;D;15.05;20.95;3.7;2009-01-01;2012-01-01;
'406';PROJET DE TRANSITION PROFESSIONNELLE;PTP;D;15.05;20.95;4.5;2006-01-01;2007-01-01;
'406';PROJET DE TRANSITION PROFESSIONNELLE;PTP;D;14.85;20.95;3.7;2005-01-01;2006-01-01;
'407';REMUNERATIONS TIERS AVANTAGE NATURE;REM TIERS SANS PO;D;8.55;20.57;2.12;2024-01-01;;
'407';REMUNERATIONS TIERS AVANTAGE NATURE;REM TIERS SANS PO;D;8.55;20.45;2.23;2022-01-01;2023-01-01;
'407';REMUNERATIONS TIERS AVANTAGE NATURE AL;REM TIERS SANS PO;D;14.95;22.45;2.4;2012-01-01;2013-01-01;
'407';REMUNERATIONS TIERS AVANTAGE NATURE AL;REM TIERS SANS PO;D;15.05;22.55;3.9;2008-01-01;2009-01-01;
'408';GRAND PORT MARITIME DE BORDEAUX;GRAND PORT BORDEAUX;A;15.45;13.25;0.0;2023-01-01;2024-01-01;
'408';GRAND PORT MARITIME DE BORDEAUX;GRAND PORT BORDEAUX;A;15.45;12.75;0.0;2022-01-01;2023-01-01;
'408';GRAND PORT MARITIME DE BORDEAUX;GRAND PORT BORDEAUX;A;15.45;12.25;0.0;2021-01-01;2022-01-01;
'408';GRAND PORT MARITIME DE BORDEAUX;GRAND PORT BORDEAUX;A;15.45;11.75;0.0;2020-01-01;2021-01-01;
'410';CONTRAT ACCOMP CAS PART MAYOTTE;ACCOMP C.PART MAY;E;;100.0;;2025-01-01;;
'410';CONTRAT ACCOMP CAS PART MAYOTTE;ACCOMP C.PART MAY;E;;100.0;;2024-01-01;2025-01-01;
'410';CONTRAT ACCOMP CAS PART MAYOTTE;ACCOMP C.PART MAY;E;;100.0;;2019-01-01;2020-01-01;
'412';S.CIVIQUE VOL AV AF MAL MAYOTTE;S.CIVIQ.VOL.AV MAY;E;20.29;6.46;;2021-01-01;2022-01-01;
'412';S.CIVIQUE VOL AV AF MAL MAYOTTE;S.CIVIQ.VOL.AV MAY;E;20.07;5.35;;2019-01-01;2020-01-01;
'413';REDUCTION GENERALE MAYOTTE;REDUCTION GENE MAY;F;100.0;;;2025-01-01;;
'413';REDUCTION GENERALE MAYOTTE;REDUCTION GENE MAY;F;100.0;;;2019-01-01;2023-01-01;
'417';CHOMAGE APPR PUBLIC MAYOTTE;CHOM APPR PUBL MAY;E;0.0;0.0;;2018-01-01;2018-01-07;
'418';REGIME CHOMAGE APPRENTIS PUBLIC MAYO;ADH APPREN PUBL MAY;E;0.0;0.0;;2018-01-07;2019-01-01;
'418';REGIME CHOMAGE APPRENTIS PUBLIC MAYO;ADH APPREN PUBL MAY;E;0.0;0.0;;2018-01-01;2018-01-07;
'419';REGUL REDUCTION GENE MAYOTTE;REGUL.REDUC.GLE MAY;E;100.0;;;2024-01-01;2025-01-01;
'419';REGUL REDUCTION GENE MAYOTTE;REGUL.REDUC.GLE MAY;E;100.0;;;2023-01-01;2024-01-01;
'420';CONTRAT ACCOMPAGNEMENT DANS L EMPLOI;CT ACCOMPAGN EMPLOI;A;6.75;1.15;0.0;2013-01-01;2014-01-01;
'420';CONTRAT ACCOMPAGNEMENT DANS L EMPLOI;CT ACCOMPAGN EMPLOI;E;6.75;1.15;;2006-01-01;2007-01-01;
'421';CONTRAT ACCOMP. EMPLOI MAYOTTE;ACCOMP EMPLOI MAY;A;5.32;4.52;0.0;2024-01-01;2025-01-01;
'421';CONTRAT ACCOMP. EMPLOI MAYOTTE;ACCOMP EMPLOI MAY;A;4.88;3.1;0.0;2020-01-01;2021-01-01;
'421';CONTRAT ACCOMP. EMPLOI MAYOTTE;ACCOMP EMPLOI MAY;A;4.77;2.35;0.0;2019-01-01;2020-01-01;
'421';CONTRAT ACCOMP. EMPLOI MAYOTTE AL;ACCOMP EMPLOI MAY;A;;;0.0;2015-01-01;2018-01-01;
'421';CONTRAT ACCOMP. EMPLOI MAYOTTE AL;ACCOMP EMPLOI MAY;A;6.75;2.75;0.0;2008-01-01;2012-01-01;
'422';CONTRAT ACCOMPAGNEMENT CAS PART;CT ACCOMP EMPL PART;E;;100.0;;2015-01-01;2016-01-01;
'422';CONTRAT ACCOMPAGNEMENT CAS PART;CT ACCOMP EMPL PART;E;;100.0;;2014-01-01;2015-01-01;
'423';CONTRIB ASSURANCE CHOMAGE APPREN 87 U2;ASSU CHOM APPREN 87;E;;4.05;;2019-01-01;;
'423';CONTRIB ASSURANCE CHOMAGE APPREN 87 U2;ASSU CHOM APPREN 87;E;;4.05;;2017-01-10;2019-01-01;
'424';CONTRAT D AVENIR;CONTRAT D AVENIR;A;6.75;1.15;0.0;2013-01-01;2013-12-31;
'424';CONTRAT D AVENIR;CONTRAT D AVENIR;A;6.75;1.15;0.0;2008-01-01;2012-01-01;
'425';CONTRAT D AVENIR AL;CONTRAT D AVENIR;A;6.75;2.75;0.0;2008-01-01;2012-01-01;
'425';CONTRAT D AVENIR AL;CONTRAT D AVENIR;E;6.75;2.95;;2007-01-01;2007-01-07;
'425';CONTRAT D AVENIR AL;CONTRAT D AVENIR;E;6.75;2.95;;2006-01-01;2007-01-01;
'426';CONTRAT D AVENIR CAS PARTICULIER;CONTRAT AVENIR PART;E;;100.0;;2013-01-01;2013-12-31;
'426';CONTRAT D AVENIR CAS PARTICULIER;CONTRAT AVENIR PART;E;;100.0;;2007-01-01;2008-01-01;
'427';REGIME CHOMAGE APPRENTIS SECT.PUB U2;ADH. APPRENTI PUB;E;0.0;0.0;;2017-01-10;2018-01-01;
'428';SURCOT. CHOMAGE APPRENTIS SECT.PUB U2;SURCOT. APPR. PUB;E;0.0;0.0;;2018-01-01;;
'429';CONTRIB ASSURANCE CHOMAGE APPR PUBLI U2;ASSU CHOM APPR PUBL;E;0.0;0.0;;2017-01-10;2019-01-01;
'430';COMPLEMENT COTISATION AF;AF TAUX PLEIN;E;;1.8;;2015-01-01;;
'431';ACCRE EXO DEGRESSIVE MAYOTTE;ACCRE DEGRESS MAY;F;100.0;;;2025-01-01;;
'432';COMPLEMENT AF ABATT. 30 %;COMPLT AF ABATT.30 %;E;;1.26;;2015-01-01;;
'433';ACCRE REGULARISATION MAYOTTE;ACCRE REGUL MAY;E;100.0;;;2023-01-01;2024-01-01;
'433';ACCRE REGULARISATION MAYOTTE;ACCRE REGUL MAY;E;0.0;0.0;;2018-01-01;2019-01-01;
'437';DEDUCTION AF TAUX REDUIT;DEDUCTION AF;F;100.0;;;2015-01-01;2019-01-01;
'439';ZRR ORGANISMES INTERET GAL CAS PART.;ZRR OIG CAS PART;E;;100.0;;2013-01-01;2014-01-01;
'439';ZRR ORGANISMES INTERET GAL CAS PART.;ZRR OIG CAS PART;E;;100.0;;2005-02-25;2006-01-01;
'444';ZRR ORGANISMES D'INTERET GENERAL;ZRR ORG INTERET GAL;A;6.65;1.15;0.0;2008-01-01;2009-01-01;
'445';ZRR ORGANISMES D'INTERET GENERAL AL;ZRR ORG INTERET GAL;E;6.65;2.85;;2007-01-07;2008-01-01;
'445';ZRR ORGANISMES D'INTERET GENERAL AL;ZRR ORG INTERET GAL;E;6.65;2.95;;2006-01-01;2007-01-07;
'449';EXONERATION SERVICES A LA PERSONNE AL;EXO SERVICE PERSONNE;E;6.75;2.95;;2006-01-01;2007-01-01;
'450';PENIBILITE COTISATION UNIVERSELLE;PENIB COTIS UNIVERS;E;;0.01;;2017-01-01;2018-01-31;
'451';PENIBILITE COT ADDIT MONO EXPO;PENI COT ADD MONO EX;E;;0.2;;2017-01-01;2018-01-31;
'452';PENIBILITE COT ADDIT MULTI EXPO;PENI COT ADD MULT EX;E;;0.4;;2017-01-01;2018-01-31;
'452';PENIBILITE COT ADDIT MULTI EXPO;PENI COT ADD MULT EX;E;;0.2;;2015-01-01;2017-01-01;
'453';RR PRERETRAITE N-RESID.DECL.UNI.EMP;RR PRERET.N-RES DUE;E;;4.2;;2010-01-01;;
'454';RR CHOMAGE MALADIE NON RESID;RR CHOM.NON RES;E;;2.8;;2010-01-01;;
'455';CONTRIB ASSURANCE CHOMAGE APPREN 79 U2;ASSU CHOM APPREN 79;E;0.0;0.0;;2016-01-01;2017-01-01;
'455';CONTRIB ASSURANCE CHOMAGE APPREN 79 U2;ASSU CHOM APPREN 79;E;0.0;0.0;;2009-01-10;2011-01-04;
'455';CONTRIB ASSURANCE CHOMAGE APPREN 79 U2;ASSU CHOM APPREN 79;E;0.0;0.0;;2006-01-07;2007-01-01;
'456';CONTRAT DE PROFESSIONNALISATION;CONTRAT PROFESSION;E;6.85;1.35;;2015-01-01;2016-01-01;
'456';CONTRAT DE PROFESSIONNALISATION;CONTRAT PROFESSION;E;6.75;1.15;;2007-01-01;2009-01-01;
