Bloc,Rubrique,Nom du champ,Type,Longueur,Obligatoire,Nomenclature,Description,Commentaire
S21.G00.81 - Cotisation individuelle,S21.G00.81.002,Identifiant Organisme de Protection Sociale,ExternalReferential,2-14,Conditionnel,,"Code identifiant de l'organisme de protection sociale auprès duquel l'établissement est redevable de cotisations sociales associées au bordereau. 

Modalité de valorisation : 

- AGIRC-ARRCO : non concerné
- Caisses de congés payés (CIBTP, Transport et Manutention portuaire) : non concerné
- CAMIEG : SIRET de la CAMIEG (pour régularisation des périodes antérieures à 2020 pour le régime général et antérieures à 2021 pour le régime agricole)
- CCVRP : non concerné
- CNIEG : SIRET de la CNIEG (pour régularisation des périodes antérieures à 2022)
- Congés spectacles (AUDIENS) : non concerné
- CRPCEN : SIRET de la CRPCEN (pour corriger des périodes antérieures à 2023)
- CRPNPAC : SIRET de la CRPNPAC
- Organisme complémentaire : non concerné
- DGFiP : non concerné
- IRCANTEC : SIRET de l'IRCANTEC
- MSA : code caisse MSA
- Pôle emploi : SIRET de Pôle emploi (uniquement pour les employeurs d'ouvriers, de techniciens de l'édition d'enregistrement sonore, de la production cinématographique et audiovisuelle, de la diffusion, d'artistes du spectacle et d'expatriés)
- Urssaf : SIRET de l'Urssaf
- SRE : non concerné
- CNRACL : non concerné
- RAFP : non concerné
- FSPOEIE : non concerné
- RAEP : non concerné
- CNBF : non concerné",CotisationIndividuelle.IdentifiantOPS
S21.G00.81 - Cotisation individuelle,S21.G00.81.003,Montant d'assiette,Numeric,4-14,Conditionnel,,"Montant total des sommes éligibles à cotisation individuelle, exonération ou réduction de cotisation individuelle.
Modalité de valorisation :
- AGIRC-ARRCO : à renseigner pour une réduction, exonération
- Caisses de congés payés (CIBTP) : à renseigner pour une exonération
- CAMIEG : à renseigner pour une cotisation (pour régularisation des périodes antérieures à 2020 pour le régime général et antérieures à 2021 pour le régime agricole) 
- CCVRP : non concerné
- CNIEG : à renseigner pour une cotisation, réduction  (pour régularisation des périodes antérieures à 2022)
- Congés spectacles (AUDIENS) : non concerné
- CRPCEN : à renseigner pour une cotisation, exonération, réduction (pour corriger des périodes antérieures à 2023)
- CRPNPAC : à renseigner pour une cotisation, réduction
- Organisme complémentaire : non concerné
- DGFiP : non concerné
- IRCANTEC : à renseigner pour une cotisation
- MSA : à renseigner pour une cotisation, exonération, réduction
- Pôle emploi : à renseigner pour une cotisation, exonération, réduction
- Urssaf : à renseigner pour une cotisation, exonération, réduction
- SRE : à renseigner pour une cotisation
- CNRACL : à renseigner pour une cotisation, réduction
- FSPOEIE : à renseigner pour une cotisation, réduction
- RAFP : à renseigner pour une cotisation
- RAEP : à renseigner pour une cotisation
- CNBF : à renseigner pour une cotisation, exonération",CotisationIndividuelle.MontantAssiette
S21.G00.81 - Cotisation individuelle,S21.G00.81.004,Montant de cotisation,Numeric,4-14,Conditionnel,,"Montant de la cotisation individuelle, réduction de cotisation individuelle ou exonération de cotisation individuelle pour la période de rattachement.
Modalité de valorisation :
- AGIRC-ARRCO : à renseigner pour une cotisation, réduction
- Caisses de congés payés (CIBTP) : à renseigner pour une exonération
- CAMIEG : à renseigner pour une cotisation (pour régularisation des périodes antérieures à 2020 pour le régime général et antérieures à 2021 pour le régime agricole)
- CCVRP : non concerné
- CNIEG :  à renseigner pour une cotisation, réduction (pour régularisation des périodes antérieures à 2022)
- Congés spectacles (AUDIENS) : à renseigner pour une cotisation
- CRPCEN : à renseigner pour une cotisation ou une réduction pour la période de rattachement (pour corriger des périodes antérieures à 2023)
- CRPNPAC : à renseigner pour une cotisation, réduction
- Organisme complémentaire : Montant total de la cotisation pour le salarié, au titre de la période de rattachement et de l'affiliation Prévoyance renseignées dans le bloc S21.G00.78
- DGFiP : à renseigner quelque soit la valeur renseignée en S21.G00.81.001
- IRCANTEC : à renseigner pour une cotisation
- MSA : à renseigner pour une cotisation déduction faite des exonérations, réduction ou déduction
- Pôle emploi : à renseigner pour une cotisation, exonération, réduction
- Urssaf : à renseigner pour une cotisation, réduction
- SRE : à renseigner pour une cotisation
- CNRACL : à renseigner pour une cotisation, exonération, réduction
- FSPOEIE : à renseigner pour une cotisation, exonération, réduction
- RAFP : à renseigner pour une cotisation
- RAEP : à renseigner pour une cotisation
- CNBF : à renseigner pour une cotisation, exonération",CotisationIndividuelle.MontantRéductionExonération
S21.G00.81 - Cotisation individuelle,S21.G00.81.005,Code INSEE commune,ExternalReferential,5-5,Conditionnel,,"Nomenclature INSEE des communes de France telle qu'elle figure dans le fichier Hexaposte. Cet identifiant permet de valoriser l'assujettissement au Versement transport.
Modalité de valorisation :
- AGIRC-ARRCO : non concerné
- Caisses de congés payés (CIBTP, Transport et Manutention portuaire) : non concerné
- CAMIEG : non concerné
- CCVRP : non concerné
- CNIEG : non concerné
- Congés spectacles (AUDIENS) : non concerné
- CRPCEN : non concerné
- CRPNPAC : non concerné
- Organisme complémentaire : non concerné
- DGFiP : non concerné
- IRCANTEC : non concerné
- MSA : code INSEE commune à renseigner en cas de versement mobilité
- Pôle emploi : non concerné
- Urssaf : code INSEE commune à renseigner en cas de versement mobilité
- CNRACL : non concerné
- FSPOEIE : non concerné
- RAFP : non concerné
- SRE : non concerné
- RAEP : non concerné
- CNBF : non concerné",CotisationIndividuelle.CodeINSEECommune
S21.G00.81 - Cotisation individuelle,S21.G00.81.006,Identifiant du CRM à l'origine de la régularisation,Alphanumeric,1-18,Conditionnel,,Il s'agit de l'identifiant du CRM (compte rendu métier) transmis par l'organisme demandeur de la régularisation ou de la correction.,CotisationIndividuelle.IdentifiantCRMRegul
S21.G00.81 - Cotisation individuelle,S21.G00.81.007,Taux de cotisation,Numeric,4-7,Conditionnel,,"Cette rubrique permet de renseigner le taux de cotisation lorsqu’il existe (hors contribution forfaitaire).
Modalités de valorisation : 
- AGIRC-ARRCO : non concerné 
- Caisses de congés payés (CIBTP, Transport et Manutention portuaire) : non concerné 
- CAMIEG : non concerné 
- CCVRP : non concerné 
- CNIEG : non concerné 
- Congés spectacles (AUDIENS) : non concerné 
- CRPCEN : non concerné 
- CRPNPAC : non concerné 
- Organisme complémentaire : non concerné 
- DGFiP : non concerné 
- IRCANTEC : non concerné 
- MSA : à renseigner pour une cotisation
- Pôle emploi : à renseigner pour une cotisation
- Urssaf : à renseigner pour une cotisation
- CNRACL : non concerné 
- FSPOEIE : non concerné 
- RAFP : non concerné 
- SRE : non concerné 
- RAEP : non concerné 
- CNBF : non concerné",CotisationIndividuelle.TauxCotisation
S21.G00.83 - Période d'affiliation à tort à un régime de retraite complémentaire,S21.G00.83.001,Date de début de période déclarée à tort,Date,8-8,Oui,,Date de début de période de rattachement du code régime retraite complémentaire qui avait été déclaré à tort.,RegularisationAffiliationRetraiteComplementaire.DateDebutPeriodeDeclareeTort
S21.G00.83 - Période d'affiliation à tort à un régime de retraite complémentaire,S21.G00.83.002,Date de fin de période déclarée à tort,Date,8-8,Oui,,Date de fin de période de rattachement du code régime retraite complémentaire qui avait été déclaré à tort.,RegularisationAffiliationRetraiteComplementaire.DateFinPeriodeDeclareeTort
S21.G00.84 - Base assujettie déclarée à tort pour un régime de retraite complémentaire,S21.G00.84.001,Code de base assujettie déclarée à tort,Enumeration,2-2,Oui,DSN_Code_Base_Assujettie_Declare_Tort_2,"Cette rubrique permet de déclarer toute base assujettie portant des cotisations qui avait été déclarées à tort à des organismes destinataires.
- AGIRC-ARRCO : ""02"", ""03"", ""11"", ""22"", ""23"", ""24"", ""25"", ""43"", ""45""
- CNBF : ""02"", ""03""
- CRPCEN : ""02"", ""03"", ""11"", ""19"" (pour corriger des périodes antérieures à 2023)
- CRPNPAC : ""41"", ""42""
- IRCANTEC : ""28""
- Urssaf : ""02"", ""03"", ""11"", ""19"", ""22"", ""23"", ""24"", ""25"", ""43"", ""45""",AncienneBaseAssujettieDeclareeorganismeRetraiteComplementaireDeclareeTort.CodeBaseAssujettie
S21.G00.84 - Base assujettie déclarée à tort pour un régime de retraite complémentaire,S21.G00.84.002,Date de début de période de rattachement de la base déclarée à tort,Date,8-8,Oui,,Date de début de période de rattachement de la base assujettie qui avait été déclaré à tort.,AncienneBaseAssujettieDeclareeorganismeRetraiteComplementaireDeclareeTort.DateDebutPeriodeRattachementBase
S21.G00.84 - Base assujettie déclarée à tort pour un régime de retraite complémentaire,S21.G00.84.003,Date de fin de période de rattachement de la base déclarée à tort,Date,8-8,Oui,,Date de fin de période de rattachement de la base assujettie qui avait été déclaré à tort.,AncienneBaseAssujettieDeclareeorganismeRetraiteComplementaireDeclareeTort.DateFinPeriodeRattachementBase
S21.G00.84 - Base assujettie déclarée à tort pour un régime de retraite complémentaire,S21.G00.84.004,Montant déclaré à tort,Numeric,4-11,Oui,,Cette rubrique permet de renseigner le montant de la base assujettie déclarée à tort pour un organisme de retraite complémentaire.,AncienneBaseAssujettieDeclareeorganismeRetraiteComplementaireDeclareeTort.Montant
S21.G00.84 - Base assujettie déclarée à tort pour un régime de retraite complémentaire,S21.G00.84.005,Numéro du contrat rattaché à la base assujettie déclarée à tort,Alphanumeric,5-20,Conditionnel,,"Cette rubrique est à renseigner avec le ""Numéro du contrat - S21.G00.40.009"". Dans le cas de la déclaration de plusieurs blocs ""Contrat - S21.G00.40"" impliquant un découpage des règles de calcul des cotisations, cette rubrique permet d'identifier le contrat concerné pour chaque base assujettie.  Dans le cas de la déclaration d'un contrat unique, cette rubrique n'est pas à renseigner.",AncienneBaseAssujettieDeclareeorganismeRetraiteComplementaireDeclareeTort.NumeroContratRattacheBaseAssujettie
"S21.G00.95 - Base assujettie déclarée à tort pour un régime de base risque maladie, AT/MP ou vieillesse",S21.G00.95.001,Code de base assujettie déclarée à tort,Enumeration,2-2,Oui,DSN_Code_Base_Assujettie_Declare_Tort_1,"Cette rubrique permet de déclarer les bases assujetties portant des cotisations à destination de l’organisme de régime de base risque maladie, AT/MP ou vieillesse déclaré à tort précédemment.",AncienneBaseAssujettieDeclareeRegimeBaseRisqueMaladieVieillesseDeclareeTort.CodeBaseAssujettie
"S21.G00.95 - Base assujettie déclarée à tort pour un régime de base risque maladie, AT/MP ou vieillesse",S21.G00.95.002,Date de début de période de rattachement de la base déclarée à tort,Date,8-8,Oui,,Date de début de période de rattachement de la base assujettie qui avait été déclaré à tort.,AncienneBaseAssujettieDeclareeRegimeBaseRisqueMaladieVieillesseDeclareeTort.DateDebutPeriodeRattachementBase
"S21.G00.95 - Base assujettie déclarée à tort pour un régime de base risque maladie, AT/MP ou vieillesse",S21.G00.95.003,Date de fin de période de rattachement de la base déclarée à tort,Date,8-8,Oui,,Date de fin de période de rattachement de la base assujettie qui avait été déclaré à tort.,AncienneBaseAssujettieDeclareeRegimeBaseRisqueMaladieVieillesseDeclareeTort.DateFinPeriodeRattachementBase
"S21.G00.95 - Base assujettie déclarée à tort pour un régime de base risque maladie, AT/MP ou vieillesse",S21.G00.95.004,Montant déclaré à tort,Numeric,4-11,Oui,,"Cette rubrique permet de renseigner le montant de la base assujettie déclarée à tort pour un organisme de régime de base risque maladie, AT/MP ou vieillesse.",AncienneBaseAssujettieDeclareeRegimeBaseRisqueMaladieVieillesseDeclareeTort.Montant
"S21.G00.95 - Base assujettie déclarée à tort pour un régime de base risque maladie, AT/MP ou vieillesse",S21.G00.95.005,Numéro du contrat rattaché à la base assujettie déclarée à tort,Alphanumeric,5-20,Conditionnel,,"Cette rubrique est à renseigner avec le ""Numéro du contrat - S21.G00.40.009"". Dans le cas de la déclaration de plusieurs blocs ""Contrat - S21.G00.40"" impliquant un découpage des règles de calcul des cotisations, cette rubrique permet d'identifier le contrat concerné pour chaque base assujettie.  Dans le cas de la déclaration d'un contrat unique, cette rubrique n'est pas à renseigner.",AncienneBaseAssujettieDeclareeRegimeBaseRisqueMaladieVieillesseDeclareeTort.NumeroContratRattacheBaseAssujettie 
S21.G00.86 - Ancienneté,S21.G00.86.001,Type,Enumeration,2-2,Oui,DSN_Anciennete_Type,L'ancienneté est qualifiée par un type.,Anciennete.Type
S21.G00.86 - Ancienneté,S21.G00.86.002,Unité de mesure,Enumeration,2-2,Oui,DSN_Anciennete_Unite_Mesure,"L'ancienneté peut être exprimée en jours, mois ou années. Pour un type d'ancienneté de 01 à 04, l'unité choisie doit permettre de renseigner une ancienneté différente de zéro. ",Anciennete.UniteMesure
S21.G00.86 - Ancienneté,S21.G00.86.003,Valeur,Numeric,1-5,Oui,,Ancienneté connue à la fin de la période mensuelle déclarée. La valeur retenue pour le code type d'expression de l'ancienneté doit permettre d'exprimer une ancienneté non nulle. Les salariés pour lesquels l’ancienneté est supérieure à 98 ans doivent déclarer la valeur maximum de 98 ans.,Anciennete.Valeur
S21.G00.86 - Ancienneté,S21.G00.86.005,Numéro du contrat,Alphanumeric,5-20,Oui,,"Identifiant unique du contrat de travail. Cet identifiant doit correspondre à la valeur de la rubrique ""Numéro du contrat - S21.G00.40.009"" déclarée dans un bloc ""Contrat - S21.G00.40"" concernant le salarié.",Anciennete.NumeroContrat
S21.G00.98 - Saisie administrative à tiers détenteur,S21.G00.98.001,Identifiant de la SATD,Alphanumeric,1-40,Oui,,Identifiant de la SATD porté par le message SATD (message de la saisie administrative à tiers détenteur) transmis par la DGFIP permettant de rattacher la déclaration de l’employeur avec la SATD concernée et de porter à la connaissance du comptable public saisissant qu’il a bien satisfait son obligation légale.,SaisieAdminTiersDetenteur.IdSATD
S21.G00.98 - Saisie administrative à tiers détenteur,S21.G00.98.002,Etat de prise en compte de la SATD,Enumeration,2-2,Oui,DSN_SaisieAdmin_Etat_SATD,"Il s’agit du code retour permettant d’indiquer le degré de prise en compte de la SATD et de définir si cette prise en compte est nulle, partielle ou totale.",SaisieAdminTiersDetenteur.EtatSATD
S21.G00.98 - Saisie administrative à tiers détenteur,S21.G00.98.003,Montant,Numeric,4-12,Oui,,Il s’agit du montant saisi sur le revenu au titre de la SATD.,SaisieAdminTiersDetenteur.MontantSATD
S21.G00.98 - Saisie administrative à tiers détenteur,S21.G00.98.004,Mois de l’erreur,Alphanumeric,6-6,Conditionnel,,"Cette rubrique ne peut être renseignée que pour des cas de correction. Il s’agit du mois sur lequel l’erreur s’est produite. En cas de reconduction de l’erreur sur plusieurs mois, chaque mois doit figurer. Cette date est à renseigner sous la forme MMAAAA.",SaisieAdminTiersDetenteur.MoisErreur
S21.G00.85 - Lieu de travail ou établissement utilisateur,S21.G00.85.001,Identifiant du lieu de travail ou de l'établissement utilisateur,Alphanumeric,2-14,Oui,,"Identifiant du lieu de travail effectif de l'individu ou de l'établissement utilisateur dans le cadre des entreprises de travail temporaire (ETT).
Renseigné par SIRET si le lieu de travail est un établissement immatriculé par un SIRET ou renseigné par une codification libre si le lieu de travail n'est pas un établissement SIRETisé.
Un seuil d'acceptation sera fixé par voie de consigne aux éditeurs.",TravailLieu.Identifiant
S21.G00.85 - Lieu de travail ou établissement utilisateur,S21.G00.85.002,Code APET,ExternalReferential,5-5,Conditionnel,,"Le code APE est attribué par l’INSEE à toute entreprise et chacun de ses établissements lors de son inscription au répertoire SIRENE. Ce code caractérise son activité principale par référence à la nomenclature d'activités française (NAF rév. 2).
Il est nommé APEN dans le cas d'une entreprise, et APET pour un établissement.",TravailLieu.Apet
S21.G00.85 - Lieu de travail ou établissement utilisateur,S21.G00.85.003,"Numéro, extension, nature, libellé de voie",Alphanumeric,1-50,Conditionnel,,"Numéro : Il précise l’adresse dans la voie. Sa valeur est différente de 0 et ne doit pas dépasser 4 chiffres. En cas de numéro multiple, seul le premier doit être indiqué (pour exemple indiquer 4 pour 4/14)
Extension : Lettre accolée au numéro si celui-ci ne présente pas une précision suffisante (par exemple B pour BIS, T pour TER, etc…)
Nature de la voie : information facultative décrivant la nature de la voie (rue, avenue, etc…)
Libellé de la voie : Appellation officielle de la voie",TravailLieu.Voie
S21.G00.85 - Lieu de travail ou établissement utilisateur,S21.G00.85.004,Code postal,ExternalReferential,5-5,Conditionnel,,"Il s’agit de données d’organisation postale qui doivent être utilisées en l’état. Le code postal est composé
de 5 chiffres. Les codes CEDEX ne sont pas admis.
Il est également admis une tolérance pour les lieux ne disposant pas d’adresse géo-localisée (ex : La Défense) de mentionner le code postal d’une commune de référence sur laquelle est implantée le lieu.",TravailLieu.CodePostal
S21.G00.85 - Lieu de travail ou établissement utilisateur,S21.G00.85.005,Localité,Alphanumeric,1-50,Conditionnel,,La localité est un élément géographique et administratif. C’est le premier élément d’identification associé au code postal. Le libellé est la plupart du temps le nom officiel de la localité enregistrée à l’INSEE et au Journal Officiel.,TravailLieu.Localite
S21.G00.85 - Lieu de travail ou établissement utilisateur,S21.G00.85.006,Code Pays,ExternalReferential,2-2,Conditionnel,,"Nom du pays (territoire d'un état) d'implantation géographique de l'établissement du lieu de travail, exprimé sous la forme d'un code.
Le code pays ne doit pas être renseigné pour les adresses relevant du système postal français. Le domaine d'application du système postal français est constitué des territoires suivants :
FR - France métropolitaine
GP : Guadeloupe
BL : Saint Barthélémy
MF : Saint Martin
MQ : Martinique
GF : Guyane Française
RE : Ile de la Réunion
PM : Saint Pierre et Miquelon
YT : Mayotte
WF : Wallis et Futuna
PF : Polynésie Française
NC : Nouvelle Calédonie
MC : Monaco
Pour un salarié expatrié, cette rubrique est obligatoire.",TravailLieu.Pays
S21.G00.85 - Lieu de travail ou établissement utilisateur,S21.G00.85.007,Code de distribution à l'étranger,Alphanumeric,1-50,Conditionnel,,Mention complémentaire pour les adresses ne relevant pas du système postal français.,TravailLieu.CodeDistribution
S21.G00.85 - Lieu de travail ou établissement utilisateur,S21.G00.85.008,Complément de la localisation de la construction,Alphanumeric,1-50,Conditionnel,,"Les compléments d’adresse permettent d’indiquer le point de remise exacte du courrier. Ils donnent des informations précises et déterminantes dans la phase finale de distribution du courrier, tel que le bâtiment, la boîte aux lettres, le numéro d’appartement.",TravailLieu.ComplementConstruction
S21.G00.85 - Lieu de travail ou établissement utilisateur,S21.G00.85.009,"Service de distribution, complément de localisation de la voie",Alphanumeric,1-50,Conditionnel,,Il s’agit de services de distribution du courrier spécifiques proposés ou mis en place par La Poste.,TravailLieu.ComplementVoie
S21.G00.85 - Lieu de travail ou établissement utilisateur,S21.G00.85.010,Nature juridique,Enumeration,2-2,Oui,DSN_Nature_Juridique,"Indicateur permettant de préciser la nature juridique du lieu de travail ou de l'établissement utilisateur :
- Le type 01 « Etablissement » est strictement réservé à un lieu géographique SIRETisé, quel que soit le territoire (politique comme géographique) où se situe le lieu en question, que ce soit en France ou à l'étranger.
- Le type 02 « Autre » doit être utilisé dans les autres cas.
- Le type 03 « A domicile » permet d'indiquer que le travail est réalisé à domicile, conformément aux articles L7412-1 à L7412-3 du Code du travail.",TravailLieu.Nature
S21.G00.85 - Lieu de travail ou établissement utilisateur,S21.G00.85.011,Code INSEE commune,ExternalReferential,5-5,Conditionnel,,,TravailLieu.CodeINSEEcommune
S89.G00.32 - Bénéficiaire des honoraires,S89.G00.32.001,Profession ou qualité,Alphanumeric,1-40,Oui,,,BeneficiaireHonoraires.ProfessionQualite
S89.G00.32 - Bénéficiaire des honoraires,S89.G00.32.002,Nom du bénéficiaire des honoraires,Alphanumeric,1-80,Conditionnel,,"Le nom et le prénom du bénéficiaire sont obligatoires si celui-ci est une personne physique (code général des impôts, article 39 annexe III).",BeneficiaireHonoraires.Nom
S89.G00.32 - Bénéficiaire des honoraires,S89.G00.32.003,Prénom du bénéficiaire des honoraires,Alphanumeric,1-40,Conditionnel,,"Le nom et le prénom du bénéficiaire sont obligatoires si celui-ci est une personne physique (code général des impôts, article 39 annexe III).",BeneficiaireHonoraires.Prenom
S89.G00.32 - Bénéficiaire des honoraires,S89.G00.32.004,Siren du bénéficiaire des honoraires,Alphanumeric,9-9,Conditionnel,,Un identifiant à zéro n'est pas admis.,BeneficiaireHonoraires.Siren
S89.G00.32 - Bénéficiaire des honoraires,S89.G00.32.005,Nic du bénéficiaire des honoraires,Alphanumeric,5-5,Conditionnel,,Un identifiant à zéro n'est pas admis.,BeneficiaireHonoraires.Nic
S89.G00.32 - Bénéficiaire des honoraires,S89.G00.32.006,Raison sociale du bénéficiaire des honoraires,Alphanumeric,1-60,Conditionnel,,"La raison sociale du bénéficiaire est obligatoire si celui-ci est une personne morale (code général des impôts, article 39 annexe III).
La présence de la raison sociale exclut celle de l'ensemble nom et prénom.
La présence d'une raison sociale ou d'une identité est obligatoire.",BeneficiaireHonoraires.RaisonSocial
S89.G00.32 - Bénéficiaire des honoraires,S89.G00.32.007,Complément de localisation de la construction,Alphanumeric,1-50,Conditionnel,,"Les compléments d’adresse permettent d’indiquer le point de remise exact du courrier. Ils donnent des informations précises et déterminantes dans la phase finale de distribution du courrier, tel que le bâtiment, la boîte aux lettres, le numéro d’appartement.",BeneficiaireHonoraires.ComplementLocalisation
S89.G00.32 - Bénéficiaire des honoraires,S89.G00.32.008,"Numéro, extension, nature et libellé de la voie",Alphanumeric,1-50,Conditionnel,,"Numéro : Il précise l’adresse dans la voie. Sa valeur est différente de 0 et ne doit pas dépasser 4 chiffres.
En cas de numéro multiple, seul le premier doit être indiqué (pour exemple indiquer 4 pour 4/14)
Extension : Lettre accolée au numéro si celui-ci ne présente pas une précision suffisante (par exemple B pour BIS, T pour TER, etc…)
Nature de la voie : information facultative décrivant la nature de la voie (rue, avenue, etc…)
Libellé de la voie : Appellation officielle de la voie",BeneficiaireHonoraires.NumeroExtensionNatureLibelle
S89.G00.32 - Bénéficiaire des honoraires,S89.G00.32.009,Code INSEE de la commune,ExternalReferential,5-5,Conditionnel,,Nomenclature INSEE des communes de France telle qu’elle figure dans le fichier Hexaposte.,BeneficiaireHonoraires.CodeInsee
S89.G00.32 - Bénéficiaire des honoraires,S89.G00.32.010,"Service de distribution, complément de localisation de la voie",Alphanumeric,1-50,Conditionnel,,Il s’agit de services de distribution du courrier spécifiques proposés ou mis en place par La Poste.,BeneficiaireHonoraires.ServiceDistribution
S89.G00.32 - Bénéficiaire des honoraires,S89.G00.32.011,Code postal,ExternalReferential,5-5,Conditionnel,,"Donnée d'organisation de la distribution postale, à utiliser telle que définie dans le fichier Hexaposte.",BeneficiaireHonoraires.CodePostal
S89.G00.32 - Bénéficiaire des honoraires,S89.G00.32.012,Localité,Alphanumeric,1-50,Conditionnel,,La localité est un élément géographique et administratif. C’est le premier élément d’identification associé au code postal. Le libellé est la plupart du temps le nom officiel de la localité enregistrée à l’INSEE et au Journal Officiel.,BeneficiaireHonoraires.Localite
S89.G00.32 - Bénéficiaire des honoraires,S89.G00.32.013,Code pays,ExternalReferential,2-2,Conditionnel,,Nom du pays (territoire d’un état) exprimé sous la forme d’un code.,BeneficiaireHonoraires.CodePays
S89.G00.32 - Bénéficiaire des honoraires,S89.G00.32.014,Code de distribution à l'étranger,Alphanumeric,1-50,Conditionnel,,Mention complémentaire pour les adresses ne relevant du système postal français.,BeneficiaireHonoraires.CodeDistributionEtranger
S89.G00.32 - Bénéficiaire des honoraires,S89.G00.32.015,Code taux réduit ou dispense de retenue à la source,Enumeration,1-1,Conditionnel,DSN_VehiculeTechnique_Code_Taux_Reduit_Dispense,,BeneficiaireHonoraires.CodeTauxReduitDispense
S89.G00.32 - Bénéficiaire des honoraires,S89.G00.32.016,Montant TVA droits d'auteurs,Numeric,4-12,Conditionnel,,,BeneficiaireHonoraires.MontantTva
S89.G00.32 - Bénéficiaire des honoraires,S89.G00.32.017,Millésime de rattachement,Numeric,4-4,Oui,,Année de rattachement des éléments déclarés au sein du présent bloc.,BeneficiaireHonoraires.Millésimederattachement
S89.G00.33 - Avantages en nature,S89.G00.33.001,Code type avantage en nature,Enumeration,2-2,Oui,DSN_VehiculeTechnique_Code_Type_Avantage_Nature,,AvantagesNature.CodeTypeAvantage
S89.G00.33 - Avantages en nature,S89.G00.33.002,Montant avantage en nature,Numeric,4-12,Oui,,"[NB : avec décimale, signé, valeur zéro interdite, zéros non significatifs tolérés.]",AvantagesNature.MontantAvantage
S89.G00.35 - Prise en charge des indemnités,S89.G00.35.001,Code modalité de prise en charge des indemnités,Enumeration,2-2,Oui,DSN_VehiculeTechnique_Code_Modalite_Indemnite,,PriseEnChargeIndemnite.CodeModaliteIndemnites
S89.G00.35 - Prise en charge des indemnités,S89.G00.35.002,Montant de l'indemnité,Numeric,4-12,Oui,,"[NB : avec décimale, signé, valeur zéro interdite, zéros non significatifs tolérés.]",PriseEnChargeIndemnite.MontantIndemnites
S89.G00.43 - Rémunérations,S89.G00.43.001,Code type de la rémunération,Enumeration,2-2,Oui,DSN_Code,,Remunerations.Code
S89.G00.43 - Rémunérations,S89.G00.43.002,Montant de la rémunération,Numeric,4-12,Oui,,"[NB : avec décimale, signé, valeur zéro interdite, zéros non significatifs tolérés.]",Remunerations.Montant
S89.G00.67 - Droit supplémentaire acquis au titre des régimes de retraite supplémentaire à prestations définies,S89.G00.67.001,NIR,Alphanumeric,13-13,Conditionnel,,"Le numéro d'inscription au répertoire (NIR) est l'identifiant unique et invariable des individus inscrits au répertoire national d'identification des personnes physiques (RNIPP). Ce numéro correspond au numéro de sécurité sociale. Ce numéro est composé de 13 chiffres et d'une clé de 2 chiffres. La clé n'est pas à déclarer dans cette rubrique. Cette rubrique permet la déclaration du NIA (numéro d'immatriculation d'attente attribué par les organismes de protection sociale) en l'absence de NIR. Le NIA est constitué comme un NIR dans l'attente d'être certifié (circulaire DSS/sd4c N° 2012-213 du 1er juin 2012). Le NIR doit avoir la forme SAAMMDDCCCNNN avec :
S = sexe de la personne physique doit être égal à 1 ou 2
AA = année de naissance de la personne physique doit être comprise entre 00 et 99
MM = mois de naissance de la personne physique doit être compris entre 01 et 12 ou entre 30 et 42 ou entre 50 et 99 ou égal à 20
DD = département de naissance de la personne physique doit être compris entre 01 et 99 ou être égal à 2A ou 2B
CCC = commune de naissance de la personne physique doit être comprise entre 001 et 999
NNN = numéro d'inscription la personne physique au registre d'état civil doit être compris entre 001 et 999.
Si l'immatriculation est provisoire, ne pas utiliser les numéros provisoires reconnaissables par leur premier caractère égal à 7 ou 8, mais utiliser le NIA qui a été notifié. En l'absence de NIR ou de NIA, il est obligatoire de remplir la rubrique Numéro technique temporaire (S89.G00.67.002).",DroitSupRegimeRSP.Identifiant
S89.G00.67 - Droit supplémentaire acquis au titre des régimes de retraite supplémentaire à prestations définies,S89.G00.67.002,Numéro technique temporaire,Alphanumeric,11-40,Conditionnel,,"Le NTT est un identifiant technique unique et invariant permettant à l'employeur de déclarer, dans un temps limité, un individu pour lequel il n'aurait pas connaissance du Numéro d'Inscription au Répertoire ou du Numéro d'Identification d'Attente au moment de l'émission d'une DSN. Il est composé du code sexe de la personne physique qui doit être égal à 1 ou 2, suivi du SIREN de l'entreprise et d'un identifiant unique et pérenne de l'individu dans l'entreprise, comme le Matricule du salarié dans l'entreprise par exemple. Il ne peut pas contenir de caractères ""espace"". Il s'agit d'une donnée technique destinée au système d'information DSN uniquement. Le NTT n'est pas une donnée de gestion et ne permet pas l'ouverture des droits de l'individu auprès des organismes de protection sociale. Le NTT doit désigner un individu et un seul pour l'ensemble de ses contrats dans l'entreprise. En cas d'obtention de plusieurs NTT, l'employeur doit utiliser pour ses déclarations le NTT le plus ancien en cours de validité. En l'absence de NIR ou de NIA, il est obligatoire de remplir la rubrique Numéro technique temporaire (S89.G00.67.002). Le NTT doit être renseigné dans la première DSN où le NIR est attribué. Ceci permettra de faire le lien entre les deux identités déclarées par l'employeur.",DroitSupRegimeRSP.NTT
S89.G00.67 - Droit supplémentaire acquis au titre des régimes de retraite supplémentaire à prestations définies,S89.G00.67.003,Montant de droit supplémentaire acquis,Numeric,4-11,Oui,,Cette rubrique permet de renseigner le montant de droit supplémentaire acquis.,DroitSupRegimeRSP.MontantDroitSupplementaireAcquis
