Nomenclature,Code,Libellé,Commentaire
FPTypeDetachement,1,[FP] Détachement auprès d'un parlementaire,
FPTypeDetachement,2,[FP] Détachement sur un emploi de collaborateur cabinet,
FPTypeDetachement,3,[FP] Détachement au titre de la coopération technique,
FPTypeDetachement,5,[FP] Détachement sur un emploi fonctionnel,
FPTypeDetachement,6,[FP] Détachement pour fonction élective ou mandat syndical,
FPTypeDetachement,7,[FP] Détachement pour exercer un mandat de député,
FPTypeDetachement,8,[FP] Détachement pour exercer un mandat de sénateur,
FPTypeDetachement,9,[FP] Détachement (reclassement) pour difficultés opérationnelles,
FPTypeDetachement,10,[FP] Détachement (reclassement) pour raison opérationnelle,
FPTypeDetachement,11,"[FP] Détachement auprès d'un organisme de droit privé, d'un EPIC ou d'un GIP",
FPTypeDetachement,12,[FP] Détachement auprès d'un établissement public national,
FPTypeDetachement,13,[FP] Détachement auprès d'une collectivité ou d’un établissement public territorial ou hospitalier,
FPTypeDetachement,15,[FP] Détachement auprès de l’Etat,
FPCodeCategorieService,1,[FP] Emploi service sédentaire,
FPCodeCategorieService,2,[FP] Emploi service actif,
FPCodeCategorieService,3,[FP] Emploi à plus de 800 heures annuelles dans les réseaux souterrains et les ouvrages annexes homologués,
FPCodeCategorieService,4,[FP] Emploi dans le corps des identificateurs de la Préfecture de Police de Paris,
FPCodeCategorieService,5,[FP] Emploi entre 400 et 529 heures annuelles dans les réseaux souterrains et les ouvrages annexes homologués,
FPCodeCategorieService,6,[FP] Emploi entre 530 et 799 heures annuelles dans les réseaux souterrains et les ouvrages annexes homologués,
FPCodeCategorieService,7,[FP] Emploi entre 400 et 529 heures annuelles en réseaux souterrains ou ouvrages annexes homologués et complément en service actif,
FPCodeCategorieService,8,[FP] Emploi entre 530 et 799 heures annuelles en réseaux souterrains ou ouvrages annexes homologués et complément en service actif,
FPCodeCategorieService,10,Fonction Capitaine,
FPCodeCategorieService,11,Fonction Second capitaine,
FPCodeCategorieService,12,Fonction Chef mécanicien,
FPCodeCategorieService,13,Fonction Second mécanicien,
FPCodeCategorieService,14,Fonction Officier chargé du quart à la passerelle,
FPCodeCategorieService,15,Fonction Officier chargé du quart à la machine,
FPCodeCategorieService,16,Fonction Officier électrotechnicien / électricien,
FPCodeCategorieService,17,Marin qualifié Pont,
FPCodeCategorieService,18,Fonction Matelot dans une équipe de quart,
FPCodeCategorieService,19,Fonction Matelot sans tâche spécialisée,
FPCodeCategorieService,20,Marin qualifié Machine,
FPCodeCategorieService,21,Fonction Mécanicien dans une équipe de quart,
FPCodeCategorieService,22,Fonction Mécanicien sans tâche spécialisée,
FPCodeCategorieService,23,Fonction Matelot électrotechnicien / électricien,
FPCodeCategorieService,24,Fonction Opérateur des radiocommunications à bord d’un navire exploité dans le cadre du Système Mondial de Détresse et de Sécurité en Mer (SMDSM),
FPCodeCategorieService,25,Fonction Cuisinier de navire,
FPCodeCategorieService,26,Fonction élève machine,
FPCodeCategorieService,27,Fonction élève pont,
FPCodeCategorieService,28,Fonction Personnel de préparation ou service des repas pour les gens de mer,
FPCodeCategorieService,29,Fonction Personnel d’hôtellerie,
FPCodeCategorieService,30,Fonction Personnel de propreté,
FPCodeCategorieService,31,Fonction Personnel de restauration,
FPCodeCategorieService,32,Fonction Personnel de vente,
FPCodeCategorieService,33,Fonction Personnel pour l’accueil des passagers,
FPCodeCategorieService,34,Fonction Écrivain de bord,
FPCodeCategorieService,35,Fonction Médecin,
FPCodeCategorieService,36,Fonction Infirmier,
FPCodeCategorieService,37,Fonction Hydrographe,
FPCodeCategorieService,38,Fonction Pilote maritime,
FPCodeCategorieService,39,Fonction Capitaine Polyvalent,
FPCodeCategorieService,40,Fonction Second Polyvalent,
FPCodeCategorieService,41,Fonction Officier Polyvalent,
FPCodeCategorieService,42,Fonction Marin qualifié Polyvalent,
FPCodeCategorieService,43,Fonction Matelot Polyvalent,
FPCodeCategorieService,44,Fonction Commissaire,
FPCodeCategorieService,45,Fonction Officier électronicien,
FPCodeCategorieService,46,Fonction élève autre,
FPCodeCategorieService,47,Fonction élève polyvalent,
FPCodeCategorieService,48,Fonction Navigant cultures marines,
FPCodeCategorieService,49,Fonction Personnel usine navire pêche,
FPCodeCategorieService,50,Travaux actifs à 100% [Actifs à 100%],
FPCodeCategorieService,51,Travaux mixtes non cadre [Actifs Mixtes non cadre],
FPCodeCategorieService,52,Travaux actifs en partie cadre [Actifs Mixtes cadre],
FPCodeCategorieService,53,Travaux actifs intermittents non cadre [Actifs Intermittents non cadre],
FPCodeCategorieService,54,CSS fonction politique (si actif précédemment) [Actifs à 100%],
FPCodeCategorieService,55,CSS fonction politique (si actif précédemment) [Actifs Mixtes non cadre],
FPCodeCategorieService,56,CSS fonction politique (si actif précédemment) [Actifs Mixtes cadre],
FPCodeCategorieService,57,CSS fonction politique (si actif précédemment) [Actifs Intermittents non cadre],
FPCodeCategorieService,58,CSS fonction syndicale (si actif précédemment) [Actifs à 100%],
FPCodeCategorieService,59,CSS fonction syndicale (si actif précédemment) [Actifs Mixtes non cadre],
FPCodeCategorieService,60,CSS fonction syndicale (si actif précédemment) [Actifs Mixtes cadre],
FPCodeCategorieService,61,CSS fonction syndicale (si actif précédemment) [Actifs Intermittents non cadre],
FPCodeCategorieService,62,Elu CAS SLV (si actif précédemment) [Actifs à 100%],
FPCodeCategorieService,63,Elu CAS SLV (si actif précédemment) [Actifs Mixtes non cadre],
FPCodeCategorieService,64,Elu CAS SLV (si actif précédemment) [Actifs Mixtes cadre],
FPCodeCategorieService,65,Elu CAS SLV (si actif précédemment) [Actifs Intermittents non cadre],
FPCodeCategorieService,66,Sédentaire (si actif avant A.T.) [Actifs à 100%],
FPCodeCategorieService,67,Sédentaire (si actif avant A.T.) [Actifs Mixtes non cadre],
FPCodeCategorieService,68,Sédentaire (si actif avant A.T.) [Actifs Mixtes cadre],
FPCodeCategorieService,69,Sédentaire (si actif avant A.T.) [Actifs Intermittents non cadre],
FPCodeCategorieService,70,A disposition CCAS encadrement [Actifs à 100%],
FPCodeCategorieService,71,A disposition CCAS encadrement [Actifs Mixtes non cadre],
FPCodeCategorieService,72,A disposition CCAS encadrement [Actifs Mixtes cadre],
FPCodeCategorieService,73,A disposition CCAS encadrement [Actifs Intermittents non cadre],
FPCodeCategorieService,74,Services actifs accord 2010 [Actifs sans Prépondérance],
FPCodeCategorieService,75,Sédentaire (si actif avant A.T.) accord 2010 [Actifs à 100%],
FPCodeCategorieService,76,Sédentaire (si actif avant A.T.) accord 2010 [Actifs Mixtes non cadre],
FPCodeCategorieService,77,Sédentaire (si actif avant A.T.) accord 2010 [Actifs Mixtes cadre],
FPCodeCategorieService,78,Sédentaire (si actif avant A.T.) accord 2010 [Actifs Intermittents non cadre],
FPCodeCategorieService,79,Sédentaire (si actif avant A.T.) accord 2010 [Actifs sans Prépondérance],
FPCodeCategorieService,80,Fonction Lamanage,
FPCodeCategorieService,81,Fonction Pêcheur à pied ,
FPCodeCategorieService,82,Fonction Autre navigant,
FPCodeCategorieService,83,Pénibilité P0,
FPCodeCategorieService,84,Pénibilité P1,
FPCodeCategorieService,85,Pénibilité P2,
DSN_CotisationIndividuNonSalarie_CodeCotisation,1,Montant de cotisation Régime Unifié Agirc-Arrco,
DSN_Ancien_Salarie_temps_partiel,1,pour la vieillesse régime de base,
DSN_Ancien_Salarie_temps_partiel,2,pour la vieillesse régime de base et la retraite complémentaire,
DSN_Ancien_Salarie_temps_partiel,3,temps plein ou temps partiel ne cotisant pas sur la base d’un temps plein,
FPAncienEmployeurPublic,1,Orange,
FPAncienEmployeurPublic,2,La poste,
Genre_Navigation,1,Cabotage international,
Genre_Navigation,2,Cabotage national,
Genre_Navigation,3,Conchyliculture petite pêche,
Genre_Navigation,4,Culture marine,
Genre_Navigation,5,Culture marine petite pêche,
Genre_Navigation,6,Grande pêche,
Genre_Navigation,7,Lamanage navigation côtière,
Genre_Navigation,8,Long cours,
Genre_Navigation,9,Navigation côtière,
Genre_Navigation,10,Pêche au large,
Genre_Navigation,11,Pêche côtière,
Genre_Navigation,12,Petite pêche,
Genre_Navigation,13,Pilotage,
Genre_Navigation,14,Remorquage cabotage international,
Genre_Navigation,15,Remorquage cabotage national,
Genre_Navigation,16,Remorquage long cours,
Genre_Navigation,17,Remorquage navigation côtière,
Genre_Navigation,18,Yachting cabotage international,
Genre_Navigation,19,Yachting cabotage national,
Genre_Navigation,20,Yachting long cours,
Genre_Navigation,21,Yachting navigation côtière,
StatutOrganisateurSpectacle,1,Organisateur occasionnel de spectacles vivants (maximum 6 spectacles vivants annuels),
StatutOrganisateurSpectacle,2,Entrepreneur de spectacles vivants professionnel (plus de 6 spectacles vivants annuels),
DSN_ComplementDispositifPublic,1,Poste éligible à l'aide en entreprise adaptée,
DSN_ComplementDispositifPublic,2,Poste éligible à l'aide en structure d’IAE : ACI (ACI_DC),
DSN_ComplementDispositifPublic,3,Poste éligible à l'aide en structure d’IAE : AI (AI_DC),
DSN_ComplementDispositifPublic,4,Poste éligible à l'aide en structure d’IAE : EI (EI_DC),
DSN_ComplementDispositifPublic,5,Poste éligible à l'aide en structure d’IAE : ETTI (ETTI_DC),
DSN_AncienComplementDispositifPublic,1,Poste éligible à l'aide en entreprise adaptée,
DSN_AncienComplementDispositifPublic,2,Poste éligible à l'aide en structure d’IAE : ACI (ACI_DC),
DSN_AncienComplementDispositifPublic,3,Poste éligible à l'aide en structure d’IAE : AI (AI_DC),
DSN_AncienComplementDispositifPublic,4,Poste éligible à l'aide en structure d’IAE : EI (EI_DC),
DSN_AncienComplementDispositifPublic,5,Poste éligible à l'aide en structure d’IAE : ETTI (ETTI_DC),
DSN_AncienComplementDispositifPublic,99,Non concerné,
DSN_Code_Base_Assujettie_Declare_Tort_2,2,Assiette  brute plafonnée,
DSN_Code_Base_Assujettie_Declare_Tort_2,3,Assiette brute déplafonnée,
DSN_Code_Base_Assujettie_Declare_Tort_2,11,Base forfaitaire soumise aux cotisations de Sécurité Sociale,
DSN_Code_Base_Assujettie_Declare_Tort_2,19,Assiette CRPCEN,
DSN_Code_Base_Assujettie_Declare_Tort_2,22,Base brute spécifique,
DSN_Code_Base_Assujettie_Declare_Tort_2,23,Base exceptionnelle (Agirc Arrco),
DSN_Code_Base_Assujettie_Declare_Tort_2,24,Base plafonnée spécifique,
DSN_Code_Base_Assujettie_Declare_Tort_2,25,Assiette de contribution libératoire,
DSN_Code_Base_Assujettie_Declare_Tort_2,28,Base IRCANTEC cotisée,
DSN_Code_Base_Assujettie_Declare_Tort_2,41,CRPNPAC-Assiette soumise au taux normal (non-plafonnée),
DSN_Code_Base_Assujettie_Declare_Tort_2,42,CRPNPAC-Assiette soumise au taux majoré (non-plafonnée),
DSN_Code_Base_Assujettie_Declare_Tort_2,43,Base plafonnée exceptionnelle Agirc Arrco,
DSN_Code_Base_Assujettie_Declare_Tort_2,45,Base plafonnée ICP Agirc-Arrco,
DSN_CollegeCNIEG,1,Collège Exécution,
DSN_CollegeCNIEG,2,Collège Maîtrise,
DSN_CollegeCNIEG,3,Collège Cadre,
DSN_FormeAmenagementTempsTravailActivitePartielle,1,Forfait hebdomadaire,
DSN_FormeAmenagementTempsTravailActivitePartielle,2,Autre temps de travail hebdomadaire,
DSN_FormeAmenagementTempsTravailActivitePartielle,3,Equivalent à 35h - 39h (Mayotte),
DSN_FormeAmenagementTempsTravailActivitePartielle,4,Forfait mensuel,
DSN_FormeAmenagementTempsTravailActivitePartielle,5,Forfait annuel en jour,
DSN_FormeAmenagementTempsTravailActivitePartielle,6,Forfait annuel en heures,
DSN_FormeAmenagementTempsTravailActivitePartielle,7,Cycle,
DSN_FormeAmenagementTempsTravailActivitePartielle,8,Modulation,
DSN_FormeAmenagementTempsTravailActivitePartielle,9,Aménagement du temps de travail (Loi du 20 août 2008),
DSN_FormeAmenagementTempsTravailActivitePartielle,10,Personnel navigant ou autres,
FPTypeDetachementAncien,1,[FP] Détachement auprès d'un parlementaire,
FPTypeDetachementAncien,2,[FP] Détachement sur un emploi de collaborateur cabinet,
FPTypeDetachementAncien,3,[FP] Détachement au titre de la coopération technique,
FPTypeDetachementAncien,5,[FP] Détachement sur un emploi fonctionnel,
FPTypeDetachementAncien,6,[FP] Détachement pour fonction élective ou mandat syndical,
FPTypeDetachementAncien,7,[FP] Détachement pour exercer un mandat de député,
FPTypeDetachementAncien,8,[FP] Détachement pour exercer un mandat de sénateur,
FPTypeDetachementAncien,9,[FP] Détachement (reclassement) pour difficultés opérationnelles,
FPTypeDetachementAncien,10,[FP] Détachement (reclassement) pour raison opérationnelle,
FPTypeDetachementAncien,11,"[FP] Détachement auprès d'un organisme de droit privé, d'un EPIC ou d'un GIP",
FPTypeDetachementAncien,12,[FP] Détachement auprès d'un établissement public national,
FPTypeDetachementAncien,13,[FP] Détachement auprès d'une collectivité ou d’un établissement public territorial ou hospitalier,
FPTypeDetachementAncien,15,[FP] Détachement auprès de l’Etat,
FPTypeDetachementAncien,16,[FP] Absence de détachement,
FPTypeDetachementAncien,99,Non concerné,
DSN_CollegeCNIEGAncien,1,Collège Exécution,
DSN_CollegeCNIEGAncien,2,Collège Maîtrise,
DSN_CollegeCNIEGAncien,3,Collège Cadre,
DSN_CollegeCNIEGAncien,99,Pas de collège,
FPCodeCategorieServiceAncien,1,[FP] Emploi service sédentaire,
FPCodeCategorieServiceAncien,2,[FP] Emploi service actif,
FPCodeCategorieServiceAncien,3,[FP] Emploi à plus de 800 heures annuelles dans les réseaux souterrains et les ouvrages annexes homologués,
FPCodeCategorieServiceAncien,4,[FP] Emploi dans le corps des identificateurs de la Préfecture de Police de Paris,
FPCodeCategorieServiceAncien,5,[FP] Emploi entre 400 et 529 heures annuelles dans les réseaux souterrains et les ouvrages annexes homologués,
FPCodeCategorieServiceAncien,6,[FP] Emploi entre 530 et 799 heures annuelles dans les réseaux souterrains et les ouvrages annexes homologués,
FPCodeCategorieServiceAncien,7,[FP] Emploi entre 400 et 529 heures annuelles en réseaux souterrains ou ouvrages annexes homologués et complément en service actif,
FPCodeCategorieServiceAncien,8,[FP] Emploi entre 530 et 799 heures annuelles en réseaux souterrains ou ouvrages annexes homologués et complément en service actif,
FPCodeCategorieServiceAncien,10,Fonction Capitaine,
FPCodeCategorieServiceAncien,11,Fonction Second capitaine,
FPCodeCategorieServiceAncien,12,Fonction Chef mécanicien,
FPCodeCategorieServiceAncien,13,Fonction Second mécanicien,
FPCodeCategorieServiceAncien,14,Fonction Officier chargé du quart à la passerelle,
FPCodeCategorieServiceAncien,15,Fonction Officier chargé du quart à la machine,
FPCodeCategorieServiceAncien,16,Fonction Officier électrotechnicien / électricien,
FPCodeCategorieServiceAncien,17,Marin qualifié Pont,
FPCodeCategorieServiceAncien,18,Fonction Matelot dans une équipe de quart,
FPCodeCategorieServiceAncien,19,Fonction Matelot sans tâche spécialisée,
FPCodeCategorieServiceAncien,20,Marin qualifié Machine,
FPCodeCategorieServiceAncien,21,Fonction Mécanicien dans une équipe de quart,
FPCodeCategorieServiceAncien,22,Fonction Mécanicien sans tâche spécialisée,
FPCodeCategorieServiceAncien,23,Fonction Matelot électrotechnicien / électricien,
FPCodeCategorieServiceAncien,24,Fonction Opérateur des radiocommunications à bord d’un navire exploité dans le cadre du Système Mondial de Détresse et de Sécurité en Mer (SMDSM),
FPCodeCategorieServiceAncien,25,Fonction Cuisinier de navire,
FPCodeCategorieServiceAncien,26,Fonction élève machine,
FPCodeCategorieServiceAncien,27,Fonction élève pont,
FPCodeCategorieServiceAncien,28,Fonction Personnel de préparation ou service des repas pour les gens de mer,
FPCodeCategorieServiceAncien,29,Fonction Personnel d’hôtellerie,
FPCodeCategorieServiceAncien,30,Fonction Personnel de propreté,
FPCodeCategorieServiceAncien,31,Fonction Personnel de restauration,
FPCodeCategorieServiceAncien,32,Fonction Personnel de vente,
FPCodeCategorieServiceAncien,33,Fonction Personnel pour l’accueil des passagers,
FPCodeCategorieServiceAncien,34,Fonction Écrivain de bord,
FPCodeCategorieServiceAncien,35,Fonction Médecin,
FPCodeCategorieServiceAncien,36,Fonction Infirmier,
FPCodeCategorieServiceAncien,37,Fonction Hydrographe,
FPCodeCategorieServiceAncien,38,Fonction Pilote maritime,
FPCodeCategorieServiceAncien,39,Fonction Capitaine Polyvalent,
FPCodeCategorieServiceAncien,40,Fonction Second Polyvalent,
FPCodeCategorieServiceAncien,41,Fonction Officier Polyvalent,
FPCodeCategorieServiceAncien,42,Fonction Marin qualifié Polyvalent,
FPCodeCategorieServiceAncien,43,Fonction Matelot Polyvalent,
FPCodeCategorieServiceAncien,44,Fonction Commissaire,
FPCodeCategorieServiceAncien,45,Fonction Officier électronicien,
FPCodeCategorieServiceAncien,46,Fonction élève autre,
FPCodeCategorieServiceAncien,47,Fonction élève polyvalent,
FPCodeCategorieServiceAncien,48,Fonction Navigant cultures marines,
FPCodeCategorieServiceAncien,49, Fonction Personnel usine navire pêche,
FPCodeCategorieServiceAncien,50,Travaux actifs à 100% [Actifs à 100%],
FPCodeCategorieServiceAncien,51,Travaux mixtes non cadre [Actifs Mixtes non cadre],
FPCodeCategorieServiceAncien,52,Travaux actifs en partie cadre [Actifs Mixtes cadre],
FPCodeCategorieServiceAncien,53,Travaux actifs intermittents non cadre [Actifs Intermittents non cadre],
FPCodeCategorieServiceAncien,54,CSS fonction politique (si actif précédemment) [Actifs à 100%],
FPCodeCategorieServiceAncien,55,CSS fonction politique (si actif précédemment) [Actifs Mixtes non cadre],
FPCodeCategorieServiceAncien,56,CSS fonction politique (si actif précédemment) [Actifs Mixtes cadre],
FPCodeCategorieServiceAncien,57,CSS fonction politique (si actif précédemment) [Actifs Intermittents non cadre],
FPCodeCategorieServiceAncien,58,CSS fonction syndicale (si actif précédemment) [Actifs à 100%],
FPCodeCategorieServiceAncien,59,CSS fonction syndicale (si actif précédemment) [Actifs Mixtes non cadre],
FPCodeCategorieServiceAncien,60,CSS fonction syndicale (si actif précédemment) [Actifs Mixtes cadre],
FPCodeCategorieServiceAncien,61,CSS fonction syndicale (si actif précédemment) [Actifs Intermittents non cadre],
FPCodeCategorieServiceAncien,62,Elu CAS SLV (si actif précédemment) [Actifs à 100%],
FPCodeCategorieServiceAncien,63,Elu CAS SLV (si actif précédemment) [Actifs Mixtes non cadre],
FPCodeCategorieServiceAncien,64,Elu CAS SLV (si actif précédemment) [Actifs Mixtes cadre],
FPCodeCategorieServiceAncien,65,Elu CAS SLV (si actif précédemment) [Actifs Intermittents non cadre],
FPCodeCategorieServiceAncien,66,Sédentaire (si actif avant A.T.) [Actifs à 100%],
FPCodeCategorieServiceAncien,67,Sédentaire (si actif avant A.T.) [Actifs Mixtes non cadre],
FPCodeCategorieServiceAncien,68,Sédentaire (si actif avant A.T.) [Actifs Mixtes cadre],
FPCodeCategorieServiceAncien,69,Sédentaire (si actif avant A.T.) [Actifs Intermittents non cadre],
FPCodeCategorieServiceAncien,70,A disposition CCAS encadrement [Actifs à 100%],
FPCodeCategorieServiceAncien,71,A disposition CCAS encadrement [Actifs Mixtes non cadre],
FPCodeCategorieServiceAncien,72,A disposition CCAS encadrement [Actifs Mixtes cadre],
FPCodeCategorieServiceAncien,73,A disposition CCAS encadrement [Actifs Intermittents non cadre],
FPCodeCategorieServiceAncien,74,Services actifs accord 2010 [Actifs sans Prépondérance],
FPCodeCategorieServiceAncien,75,Sédentaire (si actif avant A.T.) accord 2010 [Actifs à 100%],
FPCodeCategorieServiceAncien,76,Sédentaire (si actif avant A.T.) accord 2010 [Actifs Mixtes non cadre],
FPCodeCategorieServiceAncien,77,Sédentaire (si actif avant A.T.) accord 2010 [Actifs Mixtes cadre],
FPCodeCategorieServiceAncien,78,Sédentaire (si actif avant A.T.) accord 2010 [Actifs Intermittents non cadre],
FPCodeCategorieServiceAncien,79,Sédentaire (si actif avant A.T.) accord 2010 [Actifs sans Prépondérance],
FPCodeCategorieServiceAncien,80,Fonction Lamanage,
FPCodeCategorieServiceAncien,81,Fonction Pêcheur à pied ,
FPCodeCategorieServiceAncien,82,Fonction Autre navigant,
FPCodeCategorieServiceAncien,83,Pénibilité P0,
FPCodeCategorieServiceAncien,84,Pénibilité P1,
FPCodeCategorieServiceAncien,85,Pénibilité P2,
FPCodeCategorieServiceAncien,99,Pas de catégorie de service,
FPAncienEmployeurPublicAncien,1,Orange,
FPAncienEmployeurPublicAncien,2,La poste,
FPAncienEmployeurPublicAncien,99,Pas d'ancien employeur public,
Genre_NavigationAncien,1,Cabotage international,
Genre_NavigationAncien,2,Cabotage national,
Genre_NavigationAncien,3,Conchyliculture petite pêche,
Genre_NavigationAncien,4,Culture marine,
Genre_NavigationAncien,5,Culture marine petite pêche,
Genre_NavigationAncien,6,Grande pêche,
Genre_NavigationAncien,7,Lamanage navigation côtière,
Genre_NavigationAncien,8,Long cours,
Genre_NavigationAncien,9,Navigation côtière,
Genre_NavigationAncien,10,Pêche au large,
Genre_NavigationAncien,11,Pêche côtière,
Genre_NavigationAncien,12,Petite pêche,
Genre_NavigationAncien,13,Pilotage,
Genre_NavigationAncien,14,Remorquage cabotage international,
Genre_NavigationAncien,15,Remorquage cabotage national,
Genre_NavigationAncien,16,Remorquage long cours,
Genre_NavigationAncien,17,Remorquage navigation côtière,
Genre_NavigationAncien,18,Yachting cabotage international,
Genre_NavigationAncien,19,Yachting cabotage national,
Genre_NavigationAncien,20,Yachting long cours,
Genre_NavigationAncien,21,Yachting navigation côtière,
Genre_NavigationAncien,99,Non concerné,
DSN_StatutBOETHAncien,1,Travailleur reconnu handicapé par la commission des droits et de l'autonomie des personnes handicapées,
DSN_StatutBOETHAncien,2,Victime d'accident du travail ou de maladie professionnelle ayant entraîné une incapacité permanente au moins égale à 10 % et titulaire d'une rente,
DSN_StatutBOETHAncien,3,Titulaire d'une pension d'invalidité à condition que l'invalidité réduise au moins des deux tiers sa capacité de travail,
DSN_StatutBOETHAncien,4,Bénéficiaire mentionné à l'article L.241-2 du Code des pensions militaires d'invalidité et des victimes de la guerre,
DSN_StatutBOETHAncien,5,Bénéficiaire mentionné aux articles L.241-3 et L.241-4 du Code des pensions militaires d'invalidité et des victimes de la guerre,
DSN_StatutBOETHAncien,6,Titulaire d'une allocation ou d'une rente d'invalidité dans les conditions définies par la Loi n°91-1389 du 31 décembre 1991,
DSN_StatutBOETHAncien,7,"Titulaire de la carte ""mobilité inclusion"" portant la mention ""invalidité"" (L. 241-3 du Code de l'action sociale et des familles)",
DSN_StatutBOETHAncien,8,Titulaire de l'allocation aux adultes handicapés,
DSN_StatutBOETHAncien,9,Bénéficiaire mentionné aux articles L.241-5 et L.241-6 du Code des pensions militaires d'invalidité et des victimes de guerre,
DSN_StatutBOETHAncien,10,Agent public reclassé (3ème alinéa de l'article L.323-5 du Code du travail),
DSN_StatutBOETHAncien,11,Agent public bénéficiaire d'une allocation temporaire d'invalidité (4ème alinéa de l'article L.323-5 du Code du travail),
DSN_StatutBOETHAncien,12,"Ayant droit à la prestation de compensation du handicap, à l'allocation compensatrice pour tierce personne ou à l'allocation d'éducation de l'enfant handicapé bénéficiant d'un stage (L.5212-7 du Code du travail)",
DSN_StatutBOETHAncien,99,Absence de statut BOETH,
DSN_CasMiseDispositionExterneIndividuEtablissementAncien,1,Individu en portage salarial,
DSN_CasMiseDispositionExterneIndividuEtablissementAncien,2,Individu mis à disposition dans un établissement adhérent du groupement d'employeurs,
DSN_CasMiseDispositionExterneIndividuEtablissementAncien,3,Individu d'une entreprise adaptée mis à disposition,
DSN_CasMiseDispositionExterneIndividuEtablissementAncien,4,Individu d’une agence de mannequin mis à disposition,
DSN_CasMiseDispositionExterneIndividuEtablissementAncien,5,Individu d’une entreprise de travail à temps partagé (ETTP) mis à disposition,
DSN_CasMiseDispositionExterneIndividuEtablissementAncien,99,Non concerné,
DSN_FormeAmenagementTempsTravailActivitePartielleAncien,1,Forfait hebdomadaire,
DSN_FormeAmenagementTempsTravailActivitePartielleAncien,2,Autre temps de travail hebdomadaire,
DSN_FormeAmenagementTempsTravailActivitePartielleAncien,3,Equivalent à 35h - 39h (Mayotte),
DSN_FormeAmenagementTempsTravailActivitePartielleAncien,4,Forfait mensuel,
DSN_FormeAmenagementTempsTravailActivitePartielleAncien,5,Forfait annuel en jour,
DSN_FormeAmenagementTempsTravailActivitePartielleAncien,6,Forfait annuel en heures,
DSN_FormeAmenagementTempsTravailActivitePartielleAncien,7,Cycle,
DSN_FormeAmenagementTempsTravailActivitePartielleAncien,8,Modulation,
DSN_FormeAmenagementTempsTravailActivitePartielleAncien,9,Aménagement du temps de travail (Loi du 20 août 2008),
DSN_FormeAmenagementTempsTravailActivitePartielleAncien,10,Personnel navigant ou autres,
DSN_FormeAmenagementTempsTravailActivitePartielleAncien,99,Non concerné,
NiveauDiplomePrepare,3,Niveau de formation équivalent au CAP (certificat d'aptitude professionnelle) ou au BEP (brevet d'études professionnelles),
NiveauDiplomePrepare,4,"Formation de niveau du bac (général, technologique ou professionnel), du brevet de technicien (BT) ou du brevet professionnel",
NiveauDiplomePrepare,5,"Formation de niveau bac+2 : licence 2, BTS (brevet de technicien supérieur), DUT (diplôme universitaire de technologie), etc.",
NiveauDiplomePrepare,6,"Formation de niveau bac+3 et bac+4 : licence 3, licence professionnelle, master 1, etc.",
NiveauDiplomePrepare,7,"Formation de niveau bac+5 : master 2, diplôme d'études approfondies, diplôme d'études supérieures spécialisées, diplôme d'ingénieur, etc.",
NiveauDiplomePrepare,8,"Formation de niveau bac+8 : doctorat, habilitation à diriger des recherches, etc. ",
AncienCodeRegime,134,régime spécial de la SNCF,
AncienCodeRegime,135,régime spécial de la RATP,
AncienCodeRegime,136,établissement des invalides de la marine (ENIM),
AncienCodeRegime,137,mineurs ou assimilés (CANSSM),
AncienCodeRegime,147,régime spécial des industries électriques et gazières,
AncienCodeRegime,200,régime général (CNAM),
AncienCodeRegime,300,régime agricole (CCMSA ou C3A),
AncienCodeRegime,401,risque AT/MP pris en charge totalement par l'employeur (hors périmètre Etat),
AncienCodeRegime,402,risque AT/MP pris en charge partiellement par l'employeur (hors périmètre Etat) ,
AncienCodeRegime,900,autre régime,
AncienCodeRegime,999,sans régime obligatoire (fonctionnaire des trois fonctions publiques et contractuels dont le risque AT est couvert par l'Etat) ,
Type_Usage,1,Paiement aide ASP,
TypeBoeth,1,BOETH intérimaires,
TypeBoeth,2,BOETH salariés d'un groupement d'employeurs mis à disposition,
TypeBoeth,3,BOETH stagiaires n’ayant pas fait l’objet d’une déclaration nominative au préalable,
TypeBoeth,4,BOETH salariés d’une association intermédiaire mis à disposition,
TypeBoeth,5,BOETH salariés d’une agence de mannequin mis à disposition,
TypeBoeth,6,BOETH salariés d’une entreprise de travail à temps partagé (ETTP) mis à disposition,
AncientStatutEmploiSalarie,1,[FP] Fonctionnaire,
AncientStatutEmploiSalarie,2,[FP] Contractuel de la Fonction publique,
AncientStatutEmploiSalarie,3,Statutaire,
AncientStatutEmploiSalarie,4,Non statutaire,
AncientStatutEmploiSalarie,6,Personnel médical hospitalier,
AncientStatutEmploiSalarie,7,Médecin sans statut hospitalier,
AncientStatutEmploiSalarie,8,[FP] Fonctionnaire stagiaire,
AncientStatutEmploiSalarie,9,[FP] Ouvrier d'Etat,
AncientStatutEmploiSalarie,10,[FP] Militaire,
AncientStatutEmploiSalarie,11,[FP] Parcours d'accès aux carrières (Pacte),
AncientStatutEmploiSalarie,12,[FP] Militaire de réserve,
AncientStatutEmploiSalarie,99,Non concerné,
Type_ancien_code_emplois_multiples,1,emploi unique,
Type_ancien_code_emplois_multiples,2,emplois multiples,
Type_ancien_code_emplois_multiples,3,situation non connue,
Type_ancien_code_emplois_multiples_2,1,employeur unique,
Type_ancien_code_emplois_multiples_2,2,employeurs multiples,
